Date,Description,Debit,Credit,Balance
2025-04-02,TRADER JOE'S,132.54,,224568.44
2025-04-03,BILL PAY RENT LANDLORD,1735.27,,222833.17
2025-04-04,NIKE STORE,246.87,,222586.30
2025-04-04,AMC THEATRES,50.74,,222535.56
2025-04-06,SUSHI HOUSE,6.21,,222529.35
2025-04-06,APPLE.COM/BILL,42.77,,222486.58
2025-04-07,WALMART SUPERCENTER,73.12,,222413.46
2025-04-11,METRO TRANSIT,62.50,,222350.96
2025-04-11,STEAM GAMES,54.67,,222296.29
2025-04-11,IRS USATAXPYMT,1066.58,,221229.71
2025-04-12,COMCAST CABLE,118.71,,221111.00
2025-04-12,PARKING GARAGE,37.12,,221073.88
2025-04-13,PIZZA HUT,84.74,,220989.14
2025-04-13,LYFT RIDE,11.74,,220977.40
2025-04-15,WHOLE FOODS #4821,72.97,,220904.43
2025-04-16,EZ PASS TOLL,59.77,,220844.66
2025-04-18,DOORDASH*RESTAURANT,38.29,,220806.37
2025-04-19,BEST BUY,190.44,,220615.93
2025-04-19,PLANET FITNESS,40.59,,220575.34
2025-04-19,VENMO PAYMENT,224.05,,220351.29
2025-04-20,ELECTRIC COMPANY,154.85,,220196.44
2025-04-20,DOORDASH*RESTAURANT,23.54,,220172.90
2025-04-20,PARKING GARAGE,53.92,,220118.98
2025-04-20,PLANET FITNESS,65.90,,220053.08
2025-04-21,COSTCO WHSE,82.95,,219970.13
2025-04-22,WHOLE FOODS #4821,126.65,,219843.48
2025-04-22,TRADER JOE'S,83.59,,219759.89
2025-04-22,LYFT RIDE,31.23,,219728.66
2025-04-22,PLANET FITNESS,86.55,,219642.11
2025-04-24,GAS UTILITY,70.86,,219571.25
2025-04-24,PARKING GARAGE,47.42,,219523.83
2025-04-25,ZELLE FROM CLIENT,,979.20,220503.03
2025-04-25,DOORDASH*RESTAURANT,29.36,,220473.67
2025-04-25,UBER EATS,67.13,,220406.54
2025-04-26,GAS UTILITY,91.76,,220314.78
2025-04-26,APPLE.COM/BILL,245.37,,220069.41
2025-04-28,EZ PASS TOLL,67.21,,220002.20
2025-04-30,WALMART SUPERCENTER,153.85,,219848.35
2025-04-30,EZ PASS TOLL,6.14,,219842.21
2025-05-03,ACH CREDIT EMPLOYER PAYROLL,,7183.86,227026.07
2025-05-03,BILL PAY RENT LANDLORD,1766.89,,225259.18
2025-05-03,DOORDASH*RESTAURANT,47.29,,225211.89
2025-05-03,METRO TRANSIT,52.99,,225158.90
2025-05-04,WHOLE FOODS #4821,151.87,,225007.03
2025-05-04,LOCAL BISTRO,26.20,,224980.83
2025-05-04,EZ PASS TOLL,45.13,,224935.70
2025-05-04,PARKING GARAGE,49.67,,224886.03
2025-05-05,SHELL OIL,25.40,,224860.63
2025-05-06,WHOLE FOODS #4821,141.22,,224719.41
2025-05-06,ALDI 729,34.85,,224684.56
2025-05-06,CITY MEDICAL CLINIC,110.42,,224574.14
2025-05-07,WALMART SUPERCENTER,47.06,,224527.08
2025-05-07,NIKE STORE,124.35,,224402.73
2025-05-09,EZ PASS TOLL,57.13,,224345.60
2025-05-11,SUSHI HOUSE,41.08,,224304.52
2025-05-11,BEST BUY,207.33,,224097.19
2025-05-12,COSTCO WHSE,54.51,,224042.68
2025-05-13,COMCAST CABLE,188.24,,223854.44
2025-05-13,AMC THEATRES,51.10,,223803.34
2025-05-14,ALDI 729,133.75,,223669.59
2025-05-14,PIZZA HUT,12.19,,223657.40
2025-05-14,LOCAL BISTRO,69.58,,223587.82
2025-05-15,WALMART SUPERCENTER,93.31,,223494.51
2025-05-15,KROGER #1190,104.67,,223389.84
2025-05-15,ZELLE TO FRIEND,187.92,,223201.92
2025-05-17,NETFLIX.COM,12.32,,223189.60
2025-05-18,COSTCO WHSE,97.34,,223092.26
2025-05-20,STARBUCKS STORE,23.84,,223068.42
2025-05-20,SHELL OIL,27.37,,223041.05
2025-05-21,WALMART SUPERCENTER,25.43,,223015.62
2025-05-24,GAS UTILITY,67.86,,222947.76
2025-05-24,METRO TRANSIT,53.16,,222894.60
2025-05-24,SHELL OIL,54.04,,222840.56
2025-05-25,VERIZON WIRELESS,141.93,,222698.63
2025-05-26,PIZZA HUT,77.42,,222621.21
2025-05-26,EZ PASS TOLL,26.69,,222594.52
2025-05-26,METRO TRANSIT,65.62,,222528.90
2025-05-27,METRO TRANSIT,31.14,,222497.76
2025-05-29,CVS/PHARMACY,51.46,,222446.30
2025-05-31,LYFT RIDE,70.31,,222375.99
2025-05-31,APPLE.COM/BILL,100.12,,222275.87
2025-06-01,CHIPOTLE ONLINE,43.18,,222232.69
2025-06-03,ACH CREDIT EMPLOYER PAYROLL,,7246.19,229478.88
2025-06-03,BILL PAY RENT LANDLORD,1749.34,,227729.54
2025-06-03,PIZZA HUT,49.18,,227680.36
2025-06-04,LYFT RIDE,41.93,,227638.43
2025-06-04,APPLE.COM/BILL,72.10,,227566.33
2025-06-05,VERIZON WIRELESS,82.98,,227483.35
2025-06-05,ALDI 729,81.74,,227401.61
2025-06-05,VENMO PAYMENT,126.57,,227275.04
2025-06-08,PIZZA HUT,7.98,,227267.06
2025-06-09,ALDI 729,24.79,,227242.27
2025-06-09,SPOTIFY USA,32.16,,227210.11
2025-06-10,CHEVRON,58.75,,227151.36
2025-06-10,TARGET.COM,238.44,,226912.92
2025-06-10,NETFLIX.COM,16.04,,226896.88
2025-06-11,COSTCO WHSE,48.48,,226848.40
2025-06-12,WALMART SUPERCENTER,25.28,,226823.12
2025-06-12,PARKING GARAGE,9.41,,226813.71
2025-06-12,CHEVRON,64.13,,226749.58
2025-06-13,KROGER #1190,107.81,,226641.77
2025-06-14,CHIPOTLE ONLINE,39.80,,226601.97
2025-06-17,STARBUCKS STORE,32.14,,226569.83
2025-06-19,WALMART SUPERCENTER,51.79,,226518.04
2025-06-19,NIKE STORE,132.50,,226385.54
2025-06-20,NIKE STORE,179.52,,226206.02
2025-06-22,COMCAST CABLE,39.34,,226166.68
2025-06-23,CHEVRON,55.38,,226111.30
2025-06-24,DENTAL CARE,144.45,,225966.85
2025-06-26,UBER EATS,58.01,,225908.84
2025-06-26,SPOTIFY USA,44.68,,225864.16
2025-06-27,LYFT RIDE,37.15,,225827.01
2025-06-27,LYFT RIDE,29.35,,225797.66
2025-06-28,STARBUCKS STORE,15.70,,225781.96
2025-06-29,LYFT RIDE,62.88,,225719.08
2025-06-30,IKEA,59.00,,225660.08
2025-07-01,LYFT RIDE,30.96,,225629.12
2025-07-02,ACH CREDIT EMPLOYER PAYROLL,,7394.17,233023.29
2025-07-02,WALMART SUPERCENTER,66.19,,232957.10
2025-07-02,EZ PASS TOLL,52.22,,232904.88
2025-07-02,DISNEYPLUS,20.94,,232883.94
2025-07-03,BILL PAY RENT LANDLORD,1751.68,,231132.26
2025-07-03,WALMART SUPERCENTER,72.09,,231060.17
2025-07-03,METRO TRANSIT,25.58,,231034.59
2025-07-03,AMAZON MKTP,147.34,,230887.25
2025-07-07,COSTCO WHSE,77.88,,230809.37
2025-07-07,CITY MEDICAL CLINIC,23.13,,230786.24
2025-07-08,ZELLE TO FRIEND,259.25,,230526.99
2025-07-09,ALDI 729,66.29,,230460.70
2025-07-10,PIZZA HUT,81.36,,230379.34
2025-07-12,COSTCO WHSE,154.58,,230224.76
2025-07-14,DOORDASH*RESTAURANT,60.48,,230164.28
2025-07-16,LOCAL BISTRO,32.69,,230131.59
2025-07-18,TRADER JOE'S,49.40,,230082.19
2025-07-19,CITY WATER BILL,182.55,,229899.64
2025-07-19,UBER TRIP,27.04,,229872.60
2025-07-20,SHELL OIL,61.41,,229811.19
2025-07-20,TARGET.COM,177.05,,229634.14
2025-07-21,MCDONALD'S,81.70,,229552.44
2025-07-21,IKEA,236.76,,229315.68
2025-07-21,BEST BUY,214.23,,229101.45
2025-07-22,METRO TRANSIT,5.29,,229096.16
2025-07-23,CITY WATER BILL,66.89,,229029.27
2025-07-23,WHOLE FOODS #4821,145.14,,228884.13
2025-07-23,SHELL OIL,33.02,,228851.11
2025-07-23,CVS/PHARMACY,90.38,,228760.73
2025-07-25,STARBUCKS STORE,68.97,,228691.76
2025-07-25,SHELL OIL,63.22,,228628.54
2025-07-27,METRO TRANSIT,44.75,,228583.79
2025-07-28,NETFLIX.COM,26.76,,228557.03
2025-07-29,STARBUCKS STORE,64.16,,228492.87
2025-07-29,EZ PASS TOLL,50.67,,228442.20
2025-07-30,SHELL OIL,4.19,,228438.01
2025-08-01,SPOTIFY USA,63.31,,228374.70
2025-08-02,ACH CREDIT EMPLOYER PAYROLL,,7185.52,235560.22
2025-08-03,BILL PAY RENT LANDLORD,1750.40,,233809.82
2025-08-03,STARBUCKS STORE,75.43,,233734.39
2025-08-05,COMCAST CABLE,130.14,,233604.25
2025-08-07,WALMART SUPERCENTER,103.69,,233500.56
2025-08-07,COSTCO WHSE,130.32,,233370.24
2025-08-07,TRADER JOE'S,147.53,,233222.71
2025-08-07,PLANET FITNESS,126.87,,233095.84
2025-08-07,ATM WITHDRAWAL,101.14,,232994.70
2025-08-08,CITY WATER BILL,110.06,,232884.64
2025-08-08,EZ PASS TOLL,58.19,,232826.45
2025-08-09,COMCAST CABLE,39.09,,232787.36
2025-08-10,PAYPAL TRANSFER,,823.96,233611.32
2025-08-10,UBER TRIP,24.86,,233586.46
2025-08-10,LYFT RIDE,31.17,,233555.29
2025-08-11,STEAM GAMES,48.61,,233506.68
2025-08-12,UBER TRIP,58.68,,233448.00
2025-08-13,MCDONALD'S,51.46,,233396.54
2025-08-13,APPLE.COM/BILL,106.82,,233289.72
2025-08-13,IKEA,83.68,,233206.04
2025-08-14,NETFLIX.COM,55.58,,233150.46
2025-08-16,LYFT RIDE,61.85,,233088.61
2025-08-19,SHELL OIL,25.70,,233062.91
2025-08-20,WALMART SUPERCENTER,124.24,,232938.67
2025-08-20,KROGER #1190,117.33,,232821.34
2025-08-20,EZ PASS TOLL,62.33,,232759.01
2025-08-21,SUSHI HOUSE,73.12,,232685.89
2025-08-21,AMAZON MKTP,205.84,,232480.05
2025-08-22,EZ PASS TOLL,48.29,,232431.76
2025-08-23,MCDONALD'S,54.03,,232377.73
2025-08-24,KROGER #1190,158.51,,232219.22
2025-08-24,PARKING GARAGE,31.76,,232187.46
2025-08-25,PLANET FITNESS,148.92,,232038.54
2025-08-26,WHOLE FOODS #4821,70.35,,231968.19
2025-08-26,UBER TRIP,57.45,,231910.74
2025-08-27,BEST BUY,220.39,,231690.35
2025-08-27,CITY MEDICAL CLINIC,17.00,,231673.35
2025-08-28,KROGER #1190,79.66,,231593.69
2025-08-29,PIZZA HUT,58.81,,231534.88
2025-08-29,UBER TRIP,39.93,,231494.95
2025-08-30,FRESH MARKET,60.77,,231434.18
2025-08-30,LOCAL BISTRO,25.76,,231408.42
2025-08-30,SHELL OIL,65.51,,231342.91
2025-08-30,TICKETMASTER,53.98,,231288.93
2025-08-31,MCDONALD'S,36.95,,231251.98
2025-08-31,NIKE STORE,217.09,,231034.89
2025-09-01,ACH CREDIT EMPLOYER PAYROLL,,7196.56,238231.45
2025-09-01,APPLE.COM/BILL,221.64,,238009.81
2025-09-02,COSTCO WHSE,24.86,,237984.95
2025-09-02,EZ PASS TOLL,12.06,,237972.89
2025-09-03,BILL PAY RENT LANDLORD,1757.64,,236215.25
2025-09-04,WHOLE FOODS #4821,25.16,,236190.09
2025-09-04,SHELL OIL,50.57,,236139.52
2025-09-05,IKEA,148.62,,235990.90
2025-09-06,LOCAL BISTRO,20.12,,235970.78
2025-09-06,IKEA,207.88,,235762.90
2025-09-07,ELECTRIC COMPANY,38.66,,235724.24
2025-09-07,LYFT RIDE,18.98,,235705.26
2025-09-09,PAYPAL TRANSFER,,830.27,236535.53
2025-09-10,MCDONALD'S,69.08,,236466.45
2025-09-10,METRO TRANSIT,62.54,,236403.91
2025-09-10,WALGREENS,206.83,,236197.08
2025-09-12,PARKING GARAGE,58.57,,236138.51
2025-09-12,UBER TRIP,61.12,,236077.39
2025-09-13,MCDONALD'S,24.32,,236053.07
2025-09-13,CITY MEDICAL CLINIC,34.31,,236018.76
2025-09-14,ALDI 729,102.53,,235916.23
2025-09-15,COMCAST CABLE,149.18,,235767.05
2025-09-15,SUSHI HOUSE,22.44,,235744.61
2025-09-15,CHEVRON,69.24,,235675.37
2025-09-16,DOORDASH*RESTAURANT,75.32,,235600.05
2025-09-16,MCDONALD'S,49.83,,235550.22
2025-09-17,SHELL OIL,16.13,,235534.09
2025-09-20,WALMART SUPERCENTER,137.87,,235396.22
2025-09-20,AMC THEATRES,42.38,,235353.84
2025-09-21,FRESH MARKET,35.03,,235318.81
2025-09-22,ZELLE TO FRIEND,203.44,,235115.37
2025-09-24,WHOLE FOODS #4821,70.24,,235045.13
2025-09-24,CHEVRON,66.96,,234978.17
2025-09-25,KROGER #1190,153.33,,234824.84
2025-09-26,ELECTRIC COMPANY,45.22,,234779.62
2025-09-26,ALDI 729,39.66,,234739.96
2025-09-27,TRADER JOE'S,148.31,,234591.65
2025-09-29,SHELL OIL,32.33,,234559.32
2025-09-30,STARBUCKS STORE,34.84,,234524.48
2025-09-30,NETFLIX.COM,26.20,,234498.28
2025-10-01,ACH CREDIT EMPLOYER PAYROLL,,7331.29,241829.57
2025-10-03,BILL PAY RENT LANDLORD,1763.97,,240065.60
2025-10-03,STARBUCKS STORE,84.26,,239981.34
2025-10-04,PARKING GARAGE,23.57,,239957.77
2025-10-04,EZ PASS TOLL,37.96,,239919.81
2025-10-04,NIKE STORE,146.37,,239773.44
2025-10-05,LYFT RIDE,60.04,,239713.40
2025-10-05,SHELL OIL,71.54,,239641.86
2025-10-08,WALGREENS,160.38,,239481.48
2025-10-10,SUSHI HOUSE,7.96,,239473.52
2025-10-10,SHELL OIL,60.84,,239412.68
2025-10-11,WALMART SUPERCENTER,85.79,,239326.89
2025-10-11,MCDONALD'S,49.98,,239276.91
2025-10-13,GAS UTILITY,96.76,,239180.15
2025-10-15,SHELL OIL,71.69,,239108.46
2025-10-16,TRADER JOE'S,158.61,,238949.85
2025-10-17,PAYPAL TRANSFER,,421.05,239370.90
2025-10-17,ALDI 729,132.10,,239238.80
2025-10-17,ATM WITHDRAWAL,235.80,,239003.00
2025-10-18,GAS UTILITY,128.21,,238874.79
2025-10-18,UBER TRIP,44.81,,238829.98
2025-10-18,PARKING GARAGE,46.30,,238783.68
2025-10-18,BEST BUY,27.89,,238755.79
2025-10-19,ALDI 729,158.63,,238597.16
2025-10-19,CHIPOTLE ONLINE,63.35,,238533.81
2025-10-20,TRADER JOE'S,113.54,,238420.27
2025-10-20,FRESH MARKET,74.50,,238345.77
2025-10-23,CHIPOTLE ONLINE,43.63,,238302.14
2025-10-24,TARGET.COM,24.47,,238277.67
2025-10-26,GAS UTILITY,166.04,,238111.63
2025-10-26,PARKING GARAGE,26.40,,238085.23
2025-10-28,WALMART SUPERCENTER,121.12,,237964.11
2025-10-28,DOORDASH*RESTAURANT,58.45,,237905.66
2025-10-29,FRESH MARKET,131.99,,237773.67
2025-10-29,LOCAL BISTRO,61.06,,237712.61
2025-10-29,HOME DEPOT,141.29,,237571.32
2025-10-31,TRADER JOE'S,152.92,,237418.40
2025-10-31,SHELL OIL,63.99,,237354.41
2025-10-31,STEAM GAMES,15.74,,237338.67
2025-10-31,NETFLIX.COM,14.38,,237324.29
2025-11-01,ACH CREDIT EMPLOYER PAYROLL,,7159.58,244483.87
2025-11-03,BILL PAY RENT LANDLORD,1756.19,,242727.68
2025-11-03,ALDI 729,77.33,,242650.35
2025-11-03,UBER TRIP,55.03,,242595.32
2025-11-05,SHELL OIL,35.52,,242559.80
2025-11-05,APPLE.COM/BILL,94.88,,242464.92
2025-11-06,METRO TRANSIT,52.71,,242412.21
2025-11-06,AMAZON.COM,152.08,,242260.13
2025-11-09,WALMART SUPERCENTER,57.92,,242202.21
2025-11-09,MCDONALD'S,40.95,,242161.26
2025-11-09,CHEVRON,37.43,,242123.83
2025-11-11,SPOTIFY USA,46.86,,242076.97
2025-11-12,MCDONALD'S,54.07,,242022.90
2025-11-12,ZELLE TO FRIEND,206.48,,241816.42
2025-11-13,VERIZON WIRELESS,73.80,,241742.62
2025-11-14,CITY WATER BILL,65.30,,241677.32
2025-11-15,METRO TRANSIT,36.87,,241640.45
2025-11-15,AMC THEATRES,60.40,,241580.05
2025-11-16,WALMART SUPERCENTER,84.17,,241495.88
2025-11-16,DENTAL CARE,152.40,,241343.48
2025-11-17,WALMART SUPERCENTER,65.14,,241278.34
2025-11-18,UBER TRIP,65.61,,241212.73
2025-11-18,IKEA,268.34,,240944.39
2025-11-18,BEST BUY,96.52,,240847.87
2025-11-18,AMAZON.COM,119.55,,240728.32
2025-11-19,DOORDASH*RESTAURANT,69.47,,240658.85
2025-11-20,ETSY.COM,160.57,,240498.28
2025-11-20,ETSY.COM,181.55,,240316.73
2025-11-21,FRESH MARKET,71.74,,240244.99
2025-11-22,UBER TRIP,25.02,,240219.97
2025-11-23,SHELL OIL,65.12,,240154.85
2025-11-23,SPOTIFY USA,18.28,,240136.57
2025-11-25,ALDI 729,92.73,,240043.84
2025-11-25,EZ PASS TOLL,37.71,,240006.13
2025-11-25,BEST BUY,220.18,,239785.95
2025-11-26,EZ PASS TOLL,33.16,,239752.79
2025-11-27,PARKING GARAGE,43.45,,239709.34
2025-11-28,PARKING GARAGE,24.41,,239684.93
2025-11-29,LOCAL BISTRO,79.40,,239605.53
2025-11-29,METRO TRANSIT,52.20,,239553.33
2025-11-29,HOME DEPOT,92.39,,239460.94
2025-11-29,WALGREENS,161.85,,239299.09
2025-11-30,MCDONALD'S,84.66,,239214.43
2025-12-01,ACH CREDIT EMPLOYER PAYROLL,,7177.69,246392.12
2025-12-01,UBER EATS,58.16,,246333.96
2025-12-01,STARBUCKS STORE,19.28,,246314.68
2025-12-03,BILL PAY RENT LANDLORD,1735.14,,244579.54
2025-12-03,PARKING GARAGE,18.88,,244560.66
2025-12-03,AMAZON MKTP,29.37,,244531.29
2025-12-05,LYFT RIDE,17.49,,244513.80
2025-12-06,SHELL OIL,47.66,,244466.14
2025-12-06,CHEVRON,46.04,,244420.10
2025-12-07,LOCAL BISTRO,41.20,,244378.90
2025-12-08,EZ PASS TOLL,43.09,,244335.81
2025-12-09,COMCAST CABLE,113.30,,244222.51
2025-12-10,KROGER #1190,81.21,,244141.30
2025-12-10,EZ PASS TOLL,63.49,,244077.81
2025-12-10,METRO TRANSIT,64.71,,244013.10
2025-12-10,AMC THEATRES,41.57,,243971.53
2025-12-10,VENMO PAYMENT,244.65,,243726.88
2025-12-11,SHELL OIL,34.78,,243692.10
2025-12-11,DISNEYPLUS,50.86,,243641.24
2025-12-12,NETFLIX.COM,35.00,,243606.24
2025-12-13,TARGET.COM,143.21,,243463.03
2025-12-14,COMCAST CABLE,190.42,,243272.61
2025-12-14,PARKING GARAGE,38.02,,243234.59
2025-12-14,DISNEYPLUS,52.20,,243182.39
2025-12-16,TRADER JOE'S,110.92,,243071.47
2025-12-16,STARBUCKS STORE,72.09,,242999.38
2025-12-16,AMAZON MKTP,17.24,,242982.14
2025-12-17,ZELLE FROM CLIENT,,242.98,243225.12
2025-12-18,WALMART SUPERCENTER,37.94,,243187.18
2025-12-18,STARBUCKS STORE,35.49,,243151.69
2025-12-19,CHIPOTLE ONLINE,53.16,,243098.53
2025-12-21,CHEVRON,40.18,,243058.35
2025-12-22,ACH CREDIT YEAR END BONUS,,2283.02,245341.37
2025-12-23,COMCAST CABLE,144.40,,245196.97
2025-12-23,PIZZA HUT,47.49,,245149.48
2025-12-24,LYFT RIDE,15.30,,245134.18
2025-12-25,COSTCO WHSE,147.39,,244986.79
2025-12-26,WALMART SUPERCENTER,68.21,,244918.58
2025-12-26,COSTCO WHSE,42.24,,244876.34
2025-12-26,METRO TRANSIT,67.26,,244809.08
2025-12-28,TRADER JOE'S,82.69,,244726.39
2025-12-28,SUSHI HOUSE,34.08,,244692.31
2025-12-28,UBER TRIP,13.54,,244678.77
2025-12-28,SHELL OIL,69.55,,244609.22
2025-12-29,DOORDASH*RESTAURANT,13.16,,244596.06
2025-12-30,APPLE.COM/BILL,236.32,,244359.74
2025-12-30,CVS/PHARMACY,112.93,,244246.81
2026-01-01,ACH CREDIT EMPLOYER PAYROLL,,7578.32,251825.13
2026-01-01,TRADER JOE'S,28.79,,251796.34
2026-01-01,MCDONALD'S,60.21,,251736.13
2026-01-02,CHEVRON,45.98,,251690.15
2026-01-03,BILL PAY RENT LANDLORD,1801.29,,249888.86
2026-01-05,UBER EATS,67.74,,249821.12
2026-01-05,LYFT RIDE,48.46,,249772.66
2026-01-05,AMAZON MKTP,24.36,,249748.30
2026-01-06,LYFT RIDE,19.92,,249728.38
2026-01-06,AMAZON MKTP,115.38,,249613.00
2026-01-07,METRO TRANSIT,47.14,,249565.86
2026-01-09,METRO TRANSIT,58.13,,249507.73
2026-01-09,BEST BUY,140.36,,249367.37
2026-01-09,IKEA,209.10,,249158.27
2026-01-10,COMCAST CABLE,128.15,,249030.12
2026-01-10,KROGER #1190,90.95,,248939.17
2026-01-11,CHIPOTLE ONLINE,24.66,,248914.51
2026-01-12,SPOTIFY USA,30.34,,248884.17
2026-01-13,CHIPOTLE ONLINE,84.90,,248799.27
2026-01-14,KROGER #1190,86.04,,248713.23
2026-01-14,SHELL OIL,7.01,,248706.22
2026-01-14,IKEA,104.90,,248601.32
2026-01-14,CITY MEDICAL CLINIC,92.64,,248508.68
2026-01-15,CHIPOTLE ONLINE,57.10,,248451.58
2026-01-15,UBER EATS,57.88,,248393.70
2026-01-15,INSURANCE ANNUAL PREMIUM,1020.46,,247373.24
2026-01-16,PARKING GARAGE,63.59,,247309.65
2026-01-18,METRO TRANSIT,16.41,,247293.24
2026-01-19,TRADER JOE'S,154.34,,247138.90
2026-01-19,LYFT RIDE,69.40,,247069.50
2026-01-20,IKEA,124.84,,246944.66
2026-01-21,WALMART SUPERCENTER,21.44,,246923.22
2026-01-21,STEAM GAMES,35.71,,246887.51
2026-01-23,DENTAL CARE,150.60,,246736.91
2026-01-24,GAS UTILITY,72.76,,246664.15
2026-01-25,KROGER #1190,106.31,,246557.84
2026-01-25,PARKING GARAGE,26.39,,246531.45
2026-01-25,UBER TRIP,7.94,,246523.51
2026-01-27,PIZZA HUT,66.16,,246457.35
2026-01-29,KROGER #1190,94.27,,246363.08
2026-01-29,SHELL OIL,50.98,,246312.10
2026-01-31,TRADER JOE'S,134.41,,246177.69
2026-02-01,ACH CREDIT EMPLOYER PAYROLL,,7407.11,253584.80
2026-02-01,METRO TRANSIT,36.35,,253548.45
2026-02-03,BILL PAY RENT LANDLORD,1787.45,,251761.00
2026-02-05,CITY WATER BILL,62.85,,251698.15
2026-02-05,EZ PASS TOLL,26.88,,251671.27
2026-02-05,PARKING GARAGE,40.05,,251631.22
2026-02-05,SHELL OIL,38.13,,251593.09
2026-02-06,CHIPOTLE ONLINE,35.94,,251557.15
2026-02-06,UBER EATS,17.63,,251539.52
2026-02-07,LYFT RIDE,10.33,,251529.19
2026-02-08,SUSHI HOUSE,63.44,,251465.75
2026-02-09,METRO TRANSIT,52.90,,251412.85
2026-02-10,MCDONALD'S,81.45,,251331.40
2026-02-10,AMAZON MKTP,245.85,,251085.55
2026-02-10,BEST BUY,128.44,,250957.11
2026-02-10,WALGREENS,104.72,,250852.39
2026-02-11,WALGREENS,118.71,,250733.68
2026-02-12,APPLE.COM/BILL,199.41,,250534.27
2026-02-13,PIZZA HUT,11.18,,250523.09
2026-02-13,METRO TRANSIT,49.37,,250473.72
2026-02-13,AMC THEATRES,12.86,,250460.86
2026-02-15,SUSHI HOUSE,17.68,,250443.18
2026-02-15,APPLE.COM/BILL,212.40,,250230.78
2026-02-16,COSTCO WHSE,45.39,,250185.39
2026-02-16,MCDONALD'S,66.97,,250118.42
2026-02-16,UBER EATS,57.79,,250060.63
2026-02-17,METRO TRANSIT,8.12,,250052.51
2026-02-17,SPOTIFY USA,48.64,,250003.87
2026-02-18,FRESH MARKET,128.94,,249874.93
2026-02-19,NETFLIX.COM,41.32,,249833.61
2026-02-20,COSTCO WHSE,20.48,,249813.13
2026-02-20,EZ PASS TOLL,29.01,,249784.12
2026-02-21,ELECTRIC COMPANY,76.60,,249707.52
2026-02-21,COSTCO WHSE,141.34,,249566.18
2026-02-22,LYFT RIDE,12.67,,249553.51
2026-02-23,PARKING GARAGE,4.34,,249549.17
2026-02-23,LYFT RIDE,27.00,,249522.17
2026-02-24,VENMO CASHOUT,,322.47,249844.64
2026-02-24,KROGER #1190,125.45,,249719.19
2026-02-24,AMC THEATRES,47.71,,249671.48
2026-02-25,VERIZON WIRELESS,166.66,,249504.82
2026-02-25,ALDI 729,140.74,,249364.08
2026-02-25,METRO TRANSIT,35.16,,249328.92
2026-02-25,HOME DEPOT,26.55,,249302.37
2026-02-26,WHOLE FOODS #4821,49.44,,249252.93
2026-02-26,MCDONALD'S,75.33,,249177.60
2026-02-27,TRADER JOE'S,51.83,,249125.77
2026-02-28,STEAM GAMES,19.49,,249106.28
2026-03-01,ACH CREDIT EMPLOYER PAYROLL,,7391.24,256497.52
2026-03-01,WALMART SUPERCENTER,143.29,,256354.23
2026-03-02,BEST BUY,77.58,,256276.65
2026-03-03,BILL PAY RENT LANDLORD,1816.04,,254460.61
2026-03-04,TICKETMASTER,31.50,,254429.11
2026-03-04,AMC THEATRES,17.72,,254411.39
2026-03-05,GAS UTILITY,175.68,,254235.71
2026-03-05,APPLE.COM/BILL,214.54,,254021.17
2026-03-06,LOCAL BISTRO,39.76,,253981.41
2026-03-06,VENMO PAYMENT,97.10,,253884.31
2026-03-08,KROGER #1190,63.56,,253820.75
2026-03-09,PARKING GARAGE,41.15,,253779.60
2026-03-09,IKEA,180.44,,253599.16
2026-03-10,CITY WATER BILL,60.38,,253538.78
2026-03-12,ALDI 729,57.95,,253480.83
2026-03-12,DOORDASH*RESTAURANT,52.63,,253428.20
2026-03-13,STARBUCKS STORE,21.07,,253407.13
2026-03-13,EZ PASS TOLL,67.52,,253339.61
2026-03-17,KROGER #1190,138.05,,253201.56
2026-03-17,COSTCO WHSE,77.55,,253124.01
2026-03-17,ALDI 729,100.33,,253023.68
2026-03-19,CHEVRON,58.52,,252965.16
2026-03-20,ELECTRIC COMPANY,50.71,,252914.45
2026-03-20,VERIZON WIRELESS,177.24,,252737.21
2026-03-20,STARBUCKS STORE,22.80,,252714.41
2026-03-22,LYFT RIDE,48.20,,252666.21
2026-03-22,PARKING GARAGE,39.03,,252627.18
2026-03-24,MCDONALD'S,23.31,,252603.87
2026-03-25,ACH CREDIT FREELANCE,,777.10,253380.97
2026-03-25,SPOTIFY USA,62.50,,253318.47
2026-03-26,HOME DEPOT,147.68,,253170.79
2026-03-26,DENTAL CARE,121.71,,253049.08
2026-03-27,WHOLE FOODS #4821,115.21,,252933.87
2026-03-28,ALDI 729,150.08,,252783.79
2026-03-28,PARKING GARAGE,24.32,,252759.47
2026-03-30,STARBUCKS STORE,12.79,,252746.68
2026-03-30,DENTAL CARE,33.00,,252713.68
2026-03-31,UBER TRIP,54.25,,252659.43
2026-03-31,LYFT RIDE,36.10,,252623.33
2026-03-31,METRO TRANSIT,63.61,,252559.72
2026-04-01,ACH CREDIT EMPLOYER PAYROLL,,7585.74,260145.46
2026-04-01,LOCAL BISTRO,43.11,,260102.35
2026-04-01,SUSHI HOUSE,70.48,,260031.87
2026-04-01,CVS/PHARMACY,164.88,,259866.99
2026-04-02,METRO TRANSIT,66.17,,259800.82
2026-04-03,BILL PAY RENT LANDLORD,1787.43,,258013.39
2026-04-03,TRADER JOE'S,37.29,,257976.10
2026-04-04,LYFT RIDE,13.80,,257962.30
2026-04-06,APPLE.COM/BILL,219.21,,257743.09
